iter	Accuracy	MultiClass
699	1	0.04357271377
700	1	0.0435001733
701	1	0.04344458446
702	1	0.04337469131
703	1	0.04329088018
704	1	0.0432057515
705	1	0.04312712937
706	1	0.04305029134
707	1	0.04296808508
708	1	0.04289303413
709	1	0.04281351127
710	1	0.04273488891
711	1	0.0426579316
712	1	0.0425766507
713	1	0.04249145669
714	1	0.04241521766
715	1	0.04234328566
716	1	0.04227447274
717	1	0.04221869773
718	1	0.04214074397
719	1	0.04205173312
720	1	0.04199028412
721	1	0.04192090976
722	1	0.04184480946
723	1	0.04177206973
724	1	0.04169209337
725	1	0.04161699348
726	1	0.0415448361
727	1	0.04147574147
728	1	0.04142227479
729	1	0.04134390593
730	1	0.04127907428
731	1	0.0412042531
732	1	0.0411311726
733	1	0.04106351004
734	1	0.04098607637
735	1	0.04092357421
736	1	0.04085412724
737	1	0.04077474212
738	1	0.04072814944
739	1	0.04066324113
740	1	0.0405913789
741	1	0.04051305677
742	1	0.04044154644
743	1	0.04036187272
744	1	0.04030274603
745	1	0.04024434969
746	1	0.04017142748
747	1	0.04009956464
748	1	0.04003791526
749	1	0.03997689639
750	1	0.03990514599
751	1	0.03983740496
752	1	0.03977507118
753	1	0.0396940051
754	1	0.03962184584
755	1	0.03954756132
756	1	0.03947544348
757	1	0.03940628433
758	1	0.03933310603
759	1	0.03926267136
760	1	0.03920521821
761	1	0.03913737933
762	1	0.03907417017
763	1	0.03900067393
764	1	0.03893985597
765	1	0.03887092305
766	1	0.03883538433
767	1	0.03878439328
768	1	0.03871005191
769	1	0.03865096482
770	1	0.03858453473
771	1	0.03852495523
772	1	0.03845344485
773	1	0.03839476243
774	1	0.03832680462
775	1	0.03826007291
776	1	0.03818695682
777	1	0.03812138821
778	1	0.03805688386
779	1	0.03799933723
780	1	0.03793734364
781	1	0.0378700526
782	1	0.03780720619
783	1	0.03773843677
784	1	0.03768035219
785	1	0.03761942142
786	1	0.03754999872
787	1	0.03749614353
788	1	0.0374311602
789	1	0.03737162648
790	1	0.03730422449
791	1	0.03723712869
792	1	0.03718850747
793	1	0.03713200272
794	1	0.03708550095
795	1	0.03702057873
796	1	0.03695277184
797	1	0.03688468592
798	1	0.03683594804
799	1	0.03677244785
800	1	0.0367193357
801	1	0.03665758516
802	1	0.03662469469
803	1	0.03656056988
804	1	0.03649952252
805	1	0.03645078887
806	1	0.03641839522
807	1	0.0363613352
808	1	0.03629325195
809	1	0.0362308014
810	1	0.03616771321
811	1	0.0361115694
812	1	0.03605388546
813	1	0.03599628961
814	1	0.03594191294
815	1	0.03588368193
816	1	0.03583390955
817	1	0.03577523497
818	1	0.03571406187
819	1	0.03566418213
820	1	0.03560898488
821	1	0.03554669789
822	1	0.0354942361
823	1	0.03542772901
824	1	0.03537224868
825	1	0.03534407627
826	1	0.03528284845
827	1	0.03522668533
828	1	0.03518227669
829	1	0.03513947121
830	1	0.03508922455
831	1	0.03503036976
832	1	0.03497920509
833	1	0.03491952358
834	1	0.03487167582
835	1	0.0348137956
836	1	0.03476093458
837	1	0.03471372219
838	1	0.03469025228
839	1	0.03463632129
840	1	0.03458115361
841	1	0.03452945472
842	1	0.03447228816
843	1	0.03441994278
844	1	0.03436833838
845	1	0.03431610499
846	1	0.0342675717
847	1	0.03421509698
848	1	0.03415960141
849	1	0.03411930695
850	1	0.03406766308
851	1	0.03402547726
852	1	0.03397779976
853	1	0.03393366057
854	1	0.03387740217
855	1	0.03382501561
856	1	0.03377939537
857	1	0.03374259163
858	1	0.03369408991
859	1	0.03363757733
860	1	0.03358782581
861	1	0.03353299452
862	1	0.03348676505
863	1	0.03344366455
864	1	0.03339172408
865	1	0.03334337212
866	1	0.03329993366
867	1	0.03325520955
868	1	0.03320693322
869	1	0.03315877997
870	1	0.03310844489
871	1	0.03305687763
872	1	0.03300419171
873	1	0.03295853579
874	1	0.03291199357
875	1	0.03286310241
876	1	0.03281220192
877	1	0.03275969621
878	1	0.03270820987
879	1	0.03266326766
880	1	0.03261328052
881	1	0.03256463485
882	1	0.03252014238
883	1	0.03247823381
884	1	0.03242462379
885	1	0.03237699187
886	1	0.03236052896
887	1	0.03231986227
888	1	0.03227554754
889	1	0.03222183693
890	1	0.03217949888
891	1	0.03212971115
892	1	0.03208561148
893	1	0.03204088171
894	1	0.03199981332
895	1	0.03194745254
896	1	0.03189790599
897	1	0.03185093553
898	1	0.03180375752
899	1	0.03175492486
900	1	0.03171057924
901	1	0.03167139537
902	1	0.03162378046
903	1	0.03157662366
904	1	0.03152406789
905	1	0.03147879533
906	1	0.03143095916
907	1	0.03138607815
908	1	0.03134851239
909	1	0.03130256491
910	1	0.03125739189
911	1	0.03121921843
912	1	0.03117371985
913	1	0.03112620469
914	1	0.03108840591
915	1	0.03104244134
916	1	0.030996168
917	1	0.03095315715
918	1	0.03090888283
919	1	0.03086356855
920	1	0.03082452202
921	1	0.03078036128
922	1	0.03073962415
923	1	0.03069233583
924	1	0.03064348817
925	1	0.03059928018
926	1	0.0305545572
927	1	0.03052711314
928	1	0.03048569119
929	1	0.03043856228
930	1	0.03039640905
931	1	0.03035588252
932	1	0.03031349328
933	1	0.03027520232
934	1	0.03023085412
935	1	0.03019151968
936	1	0.03014925733
937	1	0.03011328864
938	1	0.03006567413
939	1	0.03002247243
940	1	0.02997483554
941	1	0.02993347575
942	1	0.02989852731
943	1	0.02985394166
944	1	0.02981580874
945	1	0.02977702685
946	1	0.02973760394
947	1	0.02970032129
948	1	0.02966515058
949	1	0.02962529142
950	1	0.02958576249
951	1	0.0295463561
952	1	0.02951991305
953	1	0.02947954251
954	1	0.02944435857
955	1	0.02940353906
956	1	0.02936333369
957	1	0.02932504305
958	1	0.02928505023
959	1	0.02924494182
960	1	0.02920275435
961	1	0.02915729114
962	1	0.02910769059
963	1	0.02907041503
964	1	0.02903452263
965	1	0.02899473903
966	1	0.02895849854
967	1	0.0289221142
968	1	0.02888439184
969	1	0.02884316228
970	1	0.02880160361
971	1	0.02877285317
972	1	0.02874028538
973	1	0.02869924801
974	1	0.0286902039
975	1	0.0286579433
976	1	0.0286211601
977	1	0.02858277098
978	1	0.02854951759
979	1	0.02851432425
980	1	0.02847699418
981	1	0.02843871792
982	1	0.02840043249
983	1	0.02836396507
984	1	0.02833268352
985	1	0.02829900393
986	1	0.028261556
987	1	0.02822943032
988	1	0.02818445405
989	1	0.02814685972
990	1	0.02811066487
991	1	0.02807367718
992	1	0.02803803448
993	1	0.02800058993
994	1	0.02796250217
995	1	0.02792598929
996	1	0.02788916877
997	1	0.02785881707
998	1	0.02782278652
999	1	0.02778414842
